trade_id,coin,type,timeframe,entry_price,exit_price,profit,profit_percentage,entry_time,exit_time,tp1_time,tp2_time,tp3_time
#2,GALA,short,1h,0.03630534840340748,0.03641324304967364,-0.2971866433212064,-0.2971866433212064,11/26/2024 22:00,11/26/2024 23:00,,,
#1,XMR,short,1d,156.2853586637047,160.69494726505332,-2.821498212661867,-2.821498212661867,11/26/2024 00:00,11/27/2024 00:00,,,
#11,AVAX,short,1h,42.11889807130288,42.11889807130288,0.0,0.0,11/27/2024 01:00,11/27/2024 01:00,,,
#6,AKT,long,1h,3.9206831657338364,3.845195933911202,-1.9253591435895916,-1.9253591435895916,11/27/2024 00:00,11/27/2024 01:00,,,
#7,MINA,long,1h,0.7622843283400076,0.7408138681237639,-2.8165947295543803,-2.8165947295543803,11/27/2024 00:00,11/27/2024 01:00,,,
#9,KAVA,long,1h,0.5337186817124495,0.5184039618685126,-2.8694367217574803,-2.8694367217574803,11/27/2024 00:00,11/27/2024 01:00,,,
#16,1INCH,short,1h,0.38307638774770225,0.38307638774770225,0.0,0.0,11/27/2024 01:00,11/27/2024 01:00,,,
#12,_IMX,short,1h,1.6223320789172355,1.6722729092652044,-3.0783358719812806,-3.0783358719812806,11/27/2024 01:00,11/27/2024 02:00,,,
#13,_ETHFI,short,1h,2.1353369473825556,2.1794867213117484,-2.0675787951550433,-2.0675787951550433,11/27/2024 01:00,11/27/2024 02:00,,,
#14,ENS,short,1h,21.99838272093861,22.633531486614853,-2.887252093635461,-2.887252093635461,11/27/2024 01:00,11/27/2024 02:00,,,
#15,MIOTA,short,1h,0.2212027316054771,0.2227510858198356,-0.6999706572882877,-0.6999706572882877,11/27/2024 01:00,11/27/2024 02:00,,,
#3,_HOT,short,1h,0.0027047540181797517,0.0027710841834324455,-2.4523548096004943,-2.4523548096004943,11/26/2024 22:00,11/27/2024 02:00,,,
#4,AAVE,long,1h,179.96300935728166,185.7814052026825,1.88597882157673,1.88597882157673,11/26/2024 23:00,11/27/2024 03:00,11/27/2024 01:00,11/27/2024 02:00,11/27/2024 03:00
#18,AVAX,long,1h,43.2790218350669,42.502245007099326,-1.794811423714269,-1.794811423714269,11/27/2024 02:00,11/27/2024 04:00,,,
#25,KAVA,long,1h,0.5317739604895694,0.5231151791376921,-1.6282823145205687,-1.6282823145205687,11/27/2024 03:00,11/27/2024 04:00,,,
#5,ALGO,long,1h,0.29647528995027495,0.2926234106238734,0.17870983261715,0.17870983261715,11/27/2024 00:00,11/27/2024 05:00,11/27/2024 02:00,,
#17,ENJ,short,1h,0.26298103195212197,0.2691982732637123,-2.364140586657312,-2.364140586657312,11/27/2024 01:00,11/27/2024 05:00,,,
#23,ZEC,long,1h,53.78102181859046,53.39688697614059,1.6485088016224845,1.6485088016224845,11/27/2024 02:00,11/27/2024 06:00,11/27/2024 03:00,11/27/2024 04:00,
#32,KAVA,short,1h,0.5164017921576621,0.5164017921576621,0.0,0.0,11/27/2024 06:00,11/27/2024 06:00,,,
#34,AVAX,short,1h,42.37685492264914,42.37685492264914,0.0,0.0,11/27/2024 07:00,11/27/2024 07:00,,,
#8,XDC,long,1h,0.0568744866586403,0.05597535124517903,-1.580911699226163,-1.580911699226163,11/27/2024 00:00,11/27/2024 07:00,,,
#26,CKB,short,1h,0.014345396197837154,0.014567224014710417,-1.5463345439473286,-1.5463345439473286,11/27/2024 04:00,11/27/2024 08:00,,,
#10,DEXE,short,1d,8.065558478471866,8.275429248475277,-2.6020612281664817,-2.6020612281664817,11/27/2024 00:00,11/27/2024 08:00,,,
#49,BCH,short,1h,496.5890254369578,496.5890254369578,0.0,0.0,11/27/2024 09:00,11/27/2024 09:00,,,
#50,HBAR,short,1h,0.13860740470681682,0.13860740470681682,0.0,0.0,11/27/2024 09:00,11/27/2024 09:00,,,
#51,ETC,short,1h,29.013083955622395,29.013083955622395,0.0,0.0,11/27/2024 09:00,11/27/2024 09:00,,,
#44,_IMX,long,1h,1.7335085467350564,1.706128011558072,-1.579486598353023,-1.579486598353023,11/27/2024 08:00,11/27/2024 09:00,,,
#33,XMR,short,4h,152.37478090168915,155.93560905636255,-2.3368881212507313,-2.3368881212507313,11/27/2024 04:00,11/27/2024 09:00,,,
#37,______MNT,long,1h,0.8644132606428238,0.8581740323603887,-0.721787664131302,-0.721787664131302,11/27/2024 07:00,11/27/2024 09:00,,,
#21,LDO,long,1h,1.6789127654948024,1.6752050404783785,0.9206445278167729,0.9206445278167729,11/27/2024 02:00,11/27/2024 09:00,11/27/2024 05:00,,
#52,PENDLE,short,1h,5.319998279630623,5.319998279630623,0.0,0.0,11/27/2024 09:00,11/27/2024 09:00,,,
#29,ENS,long,1h,24.532519951614454,24.38723092232403,1.425115640827936,1.425115640827936,11/27/2024 05:00,11/27/2024 09:00,11/27/2024 06:00,11/27/2024 07:00,
#53,ROSE,short,1h,0.09299128675110718,0.09299128675110718,0.0,0.0,11/27/2024 09:00,11/27/2024 09:00,,,
#40,1INCH,long,1h,0.3970094000529921,0.3883663923550593,-2.177028477607621,-2.177028477607621,11/27/2024 07:00,11/27/2024 09:00,,,
#48,_HOT,long,1h,0.0029889549460174964,0.002894317147771846,-3.166250410423431,-3.166250410423431,11/27/2024 08:00,11/27/2024 09:00,,,
#54,WOO,short,1h,0.2573428550168634,0.2573428550168634,0.0,0.0,11/27/2024 09:00,11/27/2024 09:00,,,
#27,OM,long,1h,3.7092172117574873,3.611975291796968,-2.6216291580951774,-2.6216291580951774,11/27/2024 05:00,11/27/2024 10:00,,,
#46,ONDO,long,1h,1.035365001478205,1.023887194933209,-1.1085758673133688,-1.1085758673133688,11/27/2024 08:00,11/27/2024 10:00,,,
