trade_id,coin,type,timeframe,entry_price,exit_price,profit,profit_percentage,entry_time,exit_time,tp1_time,tp2_time,tp3_time
#14,MINA,long,1h,0.7752687103517534,0.7905925229681898,1.1530054771416631,1.1530054771416631,11/29/2024 14:00,11/29/2024 20:00,11/29/2024 15:00,11/29/2024 16:00,11/29/2024 20:00
#25,AIOZ,long,4h,0.8370632421120627,0.8087808471685307,-3.378764413566936,-3.378764413566936,11/29/2024 16:00,11/29/2024 20:00,,,
#34,CHEEL,short,1h,9.477310916601088,9.501303264867293,-0.2531556522449676,-0.2531556522449676,11/29/2024 18:00,11/29/2024 20:00,,,
#6,RUNE,long,4h,5.660341074938356,5.9326358441157705,2.806166859038991,2.806166859038991,11/29/2024 12:00,11/29/2024 21:00,11/29/2024 16:00,11/29/2024 18:00,11/29/2024 21:00
#41,_______________DOG,short,4h,0.007319652892805675,0.007379213040853162,-0.8137018096312615,-0.8137018096312615,11/29/2024 20:00,11/29/2024 21:00,,,
#24,BTG,long,1h,34.73992638984501,34.348424782780505,-1.1269500190390354,-1.1269500190390354,11/29/2024 16:00,11/29/2024 21:00,,,
#1,BCH,long,1h,508.61229326122753,516.7159827208054,0.9294215353001394,0.9294215353001394,11/29/2024 12:00,11/29/2024 22:00,11/29/2024 15:00,11/29/2024 21:00,11/29/2024 22:00
#26,OKB,long,1h,54.016035344828396,53.650583559205145,-0.6765616604222681,-0.6765616604222681,11/29/2024 17:00,11/29/2024 22:00,,,
#23,___________DEGEN,short,1h,0.018761258166038672,0.01881054138215404,0.521065214030374,0.521065214030374,11/29/2024 16:00,11/29/2024 22:00,11/29/2024 18:00,,
#21,_TIA,short,1h,8.08140677656979,8.134358245047222,-0.02970315859305578,-0.02970315859305578,11/29/2024 16:00,11/29/2024 23:00,11/29/2024 17:00,,
#46,FTM,short,1h,1.0165999162415176,1.0210175313387708,-0.4345480485170271,-0.4345480485170271,11/29/2024 22:00,11/29/2024 23:00,,,
